"prompt_id","category","source_hint","file_path","original_source"
"SRC084","Thermo-Mechanical Deformation","cookbook: stokes","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\stokes__stokes.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\stokes\stokes.prm"
"SRC085","Composition Transport","cookbook: subduction_initiation","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\subduction_initiation__subduction_initiation_compositional_fields.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\subduction_initiation\subduction_initiation_compositional_fields.prm"
"SRC086","Composition Transport","cookbook: subduction_initiation","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\subduction_initiation__subduction_initiation_particle_in_cell.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\subduction_initiation\subduction_initiation_particle_in_cell.prm"
"SRC087","Melt Transport","cookbook: tian_parameterization_kinematic_slab","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\tian_parameterization_kinematic_slab__coupled-two-phase-tian-parameterization-kinematic-slab.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\tian_parameterization_kinematic_slab\coupled-two-phase-tian-parameterization-kinematic-slab.prm"
"SRC088","Melt Transport","cookbook: tian_parameterization_kinematic_slab","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\tian_parameterization_kinematic_slab__uncoupled-two-phase-tian-parameterization-kinematic-slab.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\tian_parameterization_kinematic_slab\uncoupled-two-phase-tian-parameterization-kinematic-slab.prm"
"SRC089","Planetary And Tectonic Geodynamics","cookbook: tomography_based_plate_motions","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\tomography_based_plate_motions__2D_slice_with_faults_and_cratons.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\tomography_based_plate_motions\2D_slice_with_faults_and_cratons.prm"
"SRC090","Planetary And Tectonic Geodynamics","cookbook: tomography_based_plate_motions","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\tomography_based_plate_motions__2D_slice_with_faults_slabs_and_topo.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\tomography_based_plate_motions\2D_slice_with_faults_slabs_and_topo.prm"
"SRC091","Thermo-Mechanical Deformation","cookbook: transform_fault_behn_2007","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\transform_fault_behn_2007__temperature_dependent.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\transform_fault_behn_2007\temperature_dependent.prm"
"SRC092","Thermo-Mechanical Deformation","cookbook: transform_fault_behn_2007","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\transform_fault_behn_2007__transform_fault_behn_2007.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\transform_fault_behn_2007\transform_fault_behn_2007.prm"
"SRC093","Composition Transport","cookbook: van-keken","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\van-keken__van-keken-discontinuous.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\van-keken\van-keken-discontinuous.prm"
"SRC094","Composition Transport","cookbook: van-keken","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\van-keken__van-keken-smooth.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\van-keken\van-keken-smooth.prm"
"SRC095","Composition Transport","cookbook: van-keken-vof","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\van-keken-vof__van-keken-vof.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\van-keken-vof\van-keken-vof.prm"
"SRC096","Planetary And Tectonic Geodynamics","cookbook: vankeken_subduction","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\vankeken_subduction__vankeken_corner_flow.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\vankeken_subduction\vankeken_corner_flow.prm"
"SRC097","Cookbook Inspired","cookbook: visualizing_phase_diagram","C:\Users\mohdw\OneDrive\Desktop\geo\F1\source_prm_dataset\files\visualizing_phase_diagram__visualizing_phase_diagram.prm","C:\Users\mohdw\OneDrive\Desktop\geo\fuck\Intro-to-llm-ASPECT\aspect\cookbooks\visualizing_phase_diagram\visualizing_phase_diagram.prm"
